ID,SMILES,IC50(nM)
BDBM205818,C[C@@H](CC(=O)N1CCc2c(F)ccc(-c3ccc(CC(=O)O)cc3OCC(F)(F)F)c2C1)c1ccccc1,8.1
BDBM50344974,C[C@@H](Oc1ccc(C(F)(F)F)cc1-c1cccc(C#N)c1)C(=O)O,0.6
BDBM50339764,C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,134.0
BDBM50339768,C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@H](C)N1C(=O)Cc1ccccc1,1955.5
BDBM50312288,C[C@@H]1C[C@H](N(C(=O)CCC(=O)O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,219.5
BDBM50449274,C[C@@]1(Cc2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,15.0
BDBM50449275,C[C@@]1([C@@H](O)c2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,4.7
BDBM50449276,C[C@@]1([C@H](O)c2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,5.7
BDBM50449266,C[C@@]1(c2cc(F)cc(F)c2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,7.8
BDBM50449267,C[C@@]1(c2ccc(Cl)cc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,11.0
BDBM50449265,C[C@@]1(c2ccc(F)cc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,10.0
BDBM50449268,C[C@@]1(c2cccc(C#N)c2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,5.2
BDBM50449264,C[C@@]1(c2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,8.1
BDBM50449277,C[C@@]1(c2nc3ccccc3o2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,8.25
BDBM50449278,C[C@@]1(c2nc3ccccc3s2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,17.0
BDBM50344183,C[C@H](C(=O)N(C)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)c1ccc(F)cc1,30.0
BDBM50333498,C[C@H](C(=O)N(C)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1)c1ccc(F)cc1,74.0
BDBM205832,C[C@H](CC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OCC(F)(F)F)c2C1)c1ccccc1,3.6
BDBM205878,C[C@H](CC(=O)N1CCc2c(F)ccc(-c3ccc(CC(=O)O)cc3OCC(F)(F)F)c2C1)c1ccccc1,1.5
BDBM50339753,C[C@H](Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O,1.3
BDBM50397642,C[C@H](Oc1ccc(F)cc1-c1ccc(C(=O)N2CCCC2(C)C)c(Cl)c1)C(=O)O,23.99
BDBM50339747,C[C@H]1CN(Cc2cc(C(F)(F)F)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1,0.3
BDBM50339754,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,10.1
BDBM50339749,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc1ccccc1,5.8
BDBM50339766,C[C@H]1CN(Cc2cc(Cl)ccc2CC(O)=NS(C)(=O)=O)CCN1S(=O)(=O)Cc1ccccc1,268.0
BDBM50339770,C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1,313.0
BDBM50339774,C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c1ccccc1,1075.0
BDBM50339763,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)C(C)(C)c1ccc(Cl)cc1,29.5
BDBM50339748,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,4.75
BDBM50339751,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(F)cc1,5.0
BDBM50339759,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1cccc(Cl)c1,16.9
BDBM50339755,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,14.65
BDBM50339757,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl,10.8
BDBM50339750,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,10.25
BDBM50312289,C[C@H]1C[C@@H](N(C(=O)CCC(=O)O)c2ccccc2)c2ccccc2N1C(=O)c1ccccc1,3.0
BDBM50357292,C[C@H]1[C@@H](c2ccccc2)OC(=O)N1Cc1cc(C(F)(F)F)ccc1-c1cccc(C(=O)O)c1,59000.0
BDBM50357288,C[C@H]1[C@@H](c2ccccc2)OC(=O)N1Cc1cc(C(F)(F)F)ccc1-c1cccc(CC(=O)O)c1,1670.0
BDBM50357293,C[C@H]1[C@@H](c2ccccc2)OC(=O)N1Cc1cc(C(F)(F)F)ccc1-c1cccc(CCC(=O)O)c1,42400.0
BDBM50357294,C[C@H]1[C@@H](c2ccccc2)OC(=O)N1Cc1cc(C(F)(F)F)ccc1-c1ccccc1CC(=O)O,51500.0
BDBM50357295,C[C@H]1[C@@H](c2ccccc2)OC(=O)N1Cc1cc(C(F)(F)F)ccc1-c1ccccc1CCC(=O)O,24500.0
BDBM50357296,C[C@H]1[C@@H](c2ccccc2)OC(=O)N1Cc1cc(F)ccc1-c1ccc(CC(=O)O)cc1,1080.0
BDBM50449279,C[C@]1(Cc2ccccc2)CC(c2ccc3c(=O)n(-c4ccc(F)cc4)c(CCCCC(=O)O)nc3c2)=NO1,14.0
BDBM189155,Cc1[nH]c2ccccc2c1CCC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,219.0
BDBM50006926,Cc1c(-c2ccc(=O)n(C(C)C)c2)c2cc(Cl)ccc2n1CC(=O)O,195.0
BDBM50006855,Cc1c(-c2ccc(=O)n(C(C)C)c2)c2cc(F)ccc2n1CC(=O)O,70.0
BDBM50006925,Cc1c(-c2ccc(=O)n(C(C)C)c2)c2ccccc2n1CC(=O)O,556.0
BDBM50006924,Cc1c(-c2ccc(=O)n(CC(F)(F)F)c2)c2cc(Cl)ccc2n1CC(=O)O,148.0
BDBM50006833,Cc1c(-c2ccc(=O)n(CC(F)(F)F)c2)c2cc(F)ccc2n1CC(=O)O,84.0
BDBM50006923,Cc1c(-c2ccc(=O)n(CC(F)(F)F)c2)c2ccccc2n1CC(=O)O,711.0
BDBM50006916,Cc1c(-c2ccc(=O)n(CCCC(F)(F)F)c2)c2cc(F)ccc2n1CC(=O)O,16.0
BDBM50006918,Cc1c(-c2ccc(=O)n(Cc3c(F)cccc3F)c2)c2cc(Cl)ccc2n1CC(=O)O,8.0
BDBM50006865,Cc1c(-c2ccc(=O)n(Cc3c(F)cccc3F)c2)c2cc(F)ccc2n1CC(=O)O,6.0
BDBM50006917,Cc1c(-c2ccc(=O)n(Cc3c(F)cccc3F)c2)c2ccccc2n1CC(=O)O,21.0
BDBM50006866,Cc1c(-c2ccc(=O)n(Cc3ccc(F)cc3)c2)c2cc(F)ccc2n1CC(=O)O,6.0
BDBM50401107,Cc1c(-c2ccc(=O)n(Cc3ccc(F)cc3)n2)c2cc(F)ccc2n1CC(=O)O,20.0
BDBM50006869,Cc1c(-c2ccc(=O)n(Cc3ccc(F)cc3F)c2)c2cc(F)ccc2n1CC(=O)O,17.0
BDBM50401119,Cc1c(-c2ccc(=O)n(Cc3ccc(F)cc3F)n2)c2cc(F)ccc2n1CC(=O)O,10.0
BDBM50006920,Cc1c(-c2ccc(=O)n(Cc3ccccc3)c2)c2cc(Cl)ccc2n1CC(=O)O,10.0
BDBM50006870,Cc1c(-c2ccc(=O)n(Cc3ccccc3)c2)c2cc(F)ccc2n1CC(=O)O,5.0
BDBM50006919,Cc1c(-c2ccc(=O)n(Cc3ccccc3)c2)c2ccccc2n1CC(=O)O,42.0
BDBM50401139,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Br)ccc2n1CC(=O)O,16.0
BDBM50401131,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)cc(Cl)c2n1CC(=O)O,1690.0
BDBM50401132,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)cc(F)c2n1CC(=O)O,90.0
BDBM50401138,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)ccc2n1CC(=O)O,28.0
BDBM50401129,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(Cl)c2n1CC(=O)O,245.0
BDBM50401130,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(F)c2n1CC(=O)O,76.0
BDBM50401137,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)ccc2n1CC(=O)O,23.0
BDBM50401127,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(S(C)(=O)=O)cc(F)c2n1CC(=O)O,934.0
BDBM50401135,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O,135.0
BDBM50401140,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2ccccc2n1CC(=O)O,134.0
BDBM50006927,Cc1c(-c2ccc(OCCCC(F)(F)F)nc2)c2cc(F)ccc2n1CC(=O)O,689.0
BDBM50035103,Cc1c(-c2cccc3c2CCN(S(C)(=O)=O)C3)c2cc(F)ccc2n1CC(=O)O,4.0
BDBM50154811,Cc1c(-c2ccccc2)n(CC(=O)O)c(=O)n1Cc1ccccc1S(=O)(=O)c1ccc(F)cc1,10000.0
BDBM50006800,Cc1c(-c2cn(C(C)C)c(=O)c3c2CCCC3)c2cc(F)ccc2n1CC(=O)O,107.0
BDBM50006830,Cc1c(-c2cn(C(C)C)c(=O)c3ccccc23)c2cc(F)ccc2n1CC(=O)O,3.7
BDBM50006818,Cc1c(-c2cn(CC(C)(C)C)c(=O)c3ccccc23)c2cc(F)ccc2n1CC(=O)O,10.5
BDBM50006797,Cc1c(-c2cn(CC(F)(F)F)c(=O)c3c2CCCC3)c2cc(F)ccc2n1CC(=O)O,1000.0
BDBM50006827,Cc1c(-c2cn(CC(F)(F)F)c(=O)c3ccccc23)c2cc(F)ccc2n1CC(=O)O,11.5
BDBM50006792,Cc1c(-c2cn(CCCC(F)(F)F)c(=O)c3c2CCCC3)c2cc(F)ccc2n1CC(=O)O,123.0
BDBM50006823,Cc1c(-c2cn(CCCC(F)(F)F)c(=O)c3ccccc23)c2cc(F)ccc2n1CC(=O)O,2.0
BDBM50006790,Cc1c(-c2cn(Cc3ccccc3)c(=O)c3c2CCCC3)c2cc(F)ccc2n1CC(=O)O,192.0
BDBM50006802,Cc1c(-c2cn(Cc3ccccc3)c(=O)c3ccccc23)c2cc(F)ccc2n1CC(=O)O,14.0
BDBM50401108,Cc1c(-c2nn(CCOc3ccc(Cl)cc3)c(=O)c3ccccc23)c2cc(Cl)ccc2n1CC(=O)O,2.0
BDBM50401126,Cc1c(-c2nn(Cc3ccccc3)c(=O)c3ccccc23)c2cc(Cl)ccc2n1CC(=O)O,11.0
BDBM50401124,Cc1c(-c2nn(Cc3ccccc3)c(=O)c3ccccc23)c2cc(F)ccc2n1CC(=O)O,11.0
BDBM50401106,Cc1c(-c2nn(Cc3ccccc3)c(=O)c3ccccc23)c2ccccc2n1CC(=O)O,16.0
BDBM466821,Cc1c(C(C)C2=CS(=O)(=O)c3ccccc32)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM466800,Cc1c(C2=CCCS(=O)(=O)c3ccccc32)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM466811,Cc1c(C2=CS(=O)(=O)c3cc(Br)ccc32)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM466807,Cc1c(C2=CS(=O)(=O)c3cc(C(F)(F)F)ccc32)c2cc(Cl)ccc2n1CC(=O)O,550.0
BDBM466808,Cc1c(C2=CS(=O)(=O)c3cc(C(F)(F)F)ccc32)c2ccc(Cl)cc2n1CC(=O)O,550.0
BDBM466810,Cc1c(C2=CS(=O)(=O)c3cc(C(F)(F)F)ccc32)c2ccc(F)cc2n1CC(=O)O,550.0
BDBM466803,Cc1c(C2=CS(=O)(=O)c3ccc(C(F)(F)F)cc32)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM466806,Cc1c(C2=CS(=O)(=O)c3ccc(C(F)(F)F)cc32)c2ccc(F)cc2n1CC(=O)O,550.0
BDBM466816,Cc1c(C2=CS(=O)(=O)c3ccc(Cl)cc32)c2cc(Cl)ccc2n1CC(=O)O,550.0
BDBM466815,Cc1c(C2=CS(=O)(=O)c3ccc(Cl)cc32)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM466817,Cc1c(C2=CS(=O)(=O)c3ccc(Cl)cc32)c2ccc(C(F)(F)F)cc2n1CC(=O)O,550.0
BDBM466798,Cc1c(C2=CS(=O)(=O)c3ccccc32)c2cc(Cl)ccc2n1CC(=O)O,550.0
BDBM466795,Cc1c(C2=CS(=O)(=O)c3ccccc32)c2ccc(F)cc2n1CC(=O)O,550.0
BDBM466801,Cc1c(C2=CS(=O)(=O)c3ccncc32)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM466802,Cc1c(C2=CS(=O)(=O)c3ncccc32)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM50401123,Cc1c(C2=NN(Cc3ccccc3)C(=O)C3CCCCC23)c2cc(F)ccc2n1CC(=O)O,109.0
BDBM466794,Cc1c(C2CS(=O)(=O)c3ccccc32)c2cc(F)ccc2n1CC(=O)O,550.0
BDBM50434455,Cc1c(CC(=O)O)c(-c2ccc(Cl)cc2)nn1Cc1ccccc1S(=O)(=O)c1ccccc1,4062.0
BDBM50434461,Cc1c(CC(=O)O)c(-c2ccccc2)nn1-c1ccnc2ccccc12,5000.0
BDBM50434469,Cc1c(CC(=O)O)c(-c2ccccc2)nn1C(C)c1ccccc1S(=O)(=O)c1ccccc1,2900.0
BDBM50434464,Cc1c(CC(=O)O)c(-c2ccccc2)nn1C(c1ccc(F)cc1)c1ccc(F)cc1,1100.0
BDBM50434463,Cc1c(CC(=O)O)c(-c2ccccc2)nn1C(c1ccc(F)cc1)c1ccc(S(C)(=O)=O)cc1,5000.0
BDBM50434471,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccc(F)cc1S(=O)(=O)N1CCNCC1,5000.0
BDBM50434459,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccc2ccccc2n1,870.0
BDBM50434476,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1-c1ccccc1,5000.0
BDBM50434477,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1C(=O)c1ccccc1,1400.0
BDBM50434479,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1CS(=O)(=O)c1ccccc1,490.0
BDBM50434478,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1Cc1ccccc1,100.0
BDBM50434475,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1Oc1ccccc1,2000.0
BDBM50434470,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1S(=O)(=O)N(C)C,850.0
BDBM50434472,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1S(=O)(=O)N1CCCCC1,66.0
BDBM50434473,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1S(=O)(=O)N1CCOCC1,89.0
BDBM50434456,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1S(=O)(=O)c1ccccc1,7.0
BDBM50434462,Cc1c(CC(=O)O)c(-c2ccccc2)nn1S(=O)(=O)c1ccc(Cl)c(Cl)c1,1600.0
BDBM50434468,Cc1c(CC(=O)O)c(-c2ccncc2)nn1C(c1ccc(F)cc1)c1ccc(F)cc1,46.0
BDBM50434467,Cc1c(CC(=O)O)c(-c2ccncc2)nn1Cc1ccc(F)cc1,1900.0
BDBM50434452,Cc1c(CC(=O)O)c(-c2ccncc2)nn1Cc1ccccc1S(=O)(=O)c1ccccc1,35.0
BDBM50434465,Cc1c(CC(=O)O)c(-c2ccncc2F)nn1C(c1ccc(F)cc1)c1ccc(F)cc1,310.0
BDBM50434454,Cc1c(CC(=O)O)c(O)nn1Cc1ccccc1S(=O)(=O)c1ccccc1,580.0
BDBM50233533,Cc1c(CC(=O)O)c2c(Cl)ccnc2n1Cc1ccc(S(C)(=O)=O)cc1,80.0
BDBM50397650,Cc1c(CC(=O)O)c2cc(F)ccc2n1Cc1nc2ccccc2s1,2400.0
BDBM50174354,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1cc(Cl)ccc1Cl,44.0
BDBM50174357,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(Cl)cc1,467.0
BDBM50174352,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(F)cc1,158.0
BDBM50174351,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,90.0
BDBM50174353,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1cccc(F)c1,639.0
BDBM50174358,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c1ccccc1,987.0
BDBM50188303,Cc1c(CC(=O)O)c2ccccc2n1-c1ccncn1,5200.0
BDBM50233525,Cc1c(CC(=O)O)c2ccccc2n1Cc1ccc(S(C)(=O)=O)cc1,104.0
BDBM50442304,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(C#N)cc1,554.0
BDBM50233528,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(C(F)(F)F)cc1C(F)(F)F,114.0
BDBM50442302,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(Cl)cc1,253.5
BDBM50442303,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(=O)(=O)C(F)(F)F)cc1,147.0
BDBM50233526,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)c(C(F)(F)F)c1,7.5
BDBM50442299,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1,31.0
BDBM50233520,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1C(F)(F)F,1.4
BDBM50233524,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1Cl,24.35
BDBM50442301,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)=O)cc1,51.0
BDBM50442300,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc([N+](=O)[O-])cc1,24.0
BDBM50296849,Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(Cl)c(C#N)c1,41.0
BDBM50296857,Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(Cl)c(Cl)c1,354.0
BDBM50296851,Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(Cl)cc1,108.0
BDBM50296850,Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(F)c(C#N)c1,40.0
BDBM50296845,Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(F)c(Cl)c1,180.5
BDBM50296848,Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c1ccc(F)c(F)c1,17.0
BDBM50154639,Cc1c(CC(=O)O)c2ccncn2c1Cc1ccccc1S(=O)(=O)c1ccccc1,20.0
BDBM50338155,Cc1c(CC(=O)O)c2ccsc2n1Cc1ccc(S(=O)(=O)N(C)C)cc1,190.0
BDBM50338157,Cc1c(CC(=O)O)c2ccsc2n1Cc1ccc(S(=O)(=O)N(C)C2CCCCC2)cc1,15510.0
BDBM50338156,Cc1c(CC(=O)O)c2ccsc2n1Cc1ccc(S(=O)(=O)N2CCOCC2)cc1,70.0
BDBM50338158,Cc1c(CC(=O)O)c2ccsc2n1Cc1ccc(S(C)(=O)=O)cc1,130.0
BDBM50338159,Cc1c(CC(=O)O)c2ccsc2n1Cc1ccc(S(C)(=O)=O)cc1Cl,22505.0
BDBM50338151,Cc1c(CC(=O)O)c2ccsc2n1S(=O)(=O)c1ccc(C#N)cc1,3000.0
BDBM50338150,Cc1c(CC(=O)O)c2ccsc2n1S(=O)(=O)c1ccc(C(F)(F)F)cc1,1130.0
BDBM50338149,Cc1c(CC(=O)O)c2ccsc2n1S(=O)(=O)c1ccc(F)cc1,1630.0
BDBM50338154,Cc1c(CC(=O)O)c2ccsc2n1S(=O)(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1,390.0
BDBM50338153,Cc1c(CC(=O)O)c2ccsc2n1S(=O)(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,230.0
BDBM50338152,Cc1c(CC(=O)O)c2ccsc2n1S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,90.0
BDBM50338148,Cc1c(CC(=O)O)c2ccsc2n1S(=O)(=O)c1ccccc1,2750.0
BDBM155046,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(NC(=O)c2ccccc2)cc1,6.2
BDBM155047,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(NC(O)=Nc2ccccc2)cc1,19.0
BDBM155043,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(NS(=O)(=O)c2ccccc2C(F)(F)F)cc1,8.9
BDBM155014,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)N2CCCC2)cc1,0.8
BDBM155015,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)N2CCCCC2)cc1,0.9
BDBM155036,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)N2CCOCC2)cc1,2.4
BDBM155018,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)NC(C)C)cc1,1.5
BDBM155017,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)NC2CCCCC2)cc1,6.1
BDBM155037,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)NCCO)cc1,5.6
BDBM155019,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)NCc2ccccc2)cc1,1.6
BDBM155009,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1,1.1
BDBM155011,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)Nc2ccc(OC(F)(F)F)cc2)cc1,34.3
BDBM155013,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1,4.7
BDBM155005,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)c2c(F)cccc2F)cc1,311.5
BDBM155006,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,44.7
BDBM155007,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,22.1
BDBM155003,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)c2cc(Cl)ccc2Cl)cc1,4.4
BDBM155008,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1,0.7
BDBM154998,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,7.0
BDBM155004,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)c2ccc(F)cc2F)cc1,2.3
BDBM155001,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1,12.9
BDBM154996,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)c2cccc(Cl)c2)cc1,8.649999999999999
BDBM154999,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)c2ccccc2C(F)(F)F)cc1,2.3
BDBM155000,Cc1c(CC(=O)O)cc2ccc(Cl)cc2c1-c1ccc(S(=O)(=O)c2ccccc2OC(F)(F)F)cc1,19.7
BDBM155041,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(NS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,2.8499999999999996
BDBM155040,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(NS(=O)(=O)c2ccccc2)cc1,3.45
BDBM155027,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)N2CCCC2)cc1,0.7
BDBM155028,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)N2CCCCC2)cc1,4.1
BDBM155031,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)NC(C)C)cc1,1.7
BDBM155030,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)NC2CCCCC2)cc1,1.5
BDBM155038,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)NCCO)cc1,6.1
BDBM155032,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)NCc2ccccc2)cc1,0.4
BDBM155026,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1,1.5
BDBM154992,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)c2c(F)cccc2F)cc1,1.2
BDBM154993,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,14.0
BDBM154994,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,5.4
BDBM154990,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)c2cc(Cl)ccc2Cl)cc1,3.7
BDBM154995,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1,1.6
BDBM154985,Cc1c(CC(=O)O)cc2ccc(F)cc2c1-c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,3.2
